time(ms),vdd_arm voltage(V),vdd_arm current(mA),vdd_soc voltage(V),vdd_soc current(mA),lpd5_vddq voltage(V),lpd5_vddq current(mA),lpd5_vdd2 voltage(V),lpd5_vdd2 current(mA),lpd5_vdd1 voltage(V),lpd5_vdd1 current(mA),vdd_ddr voltage(V),vdd_ddr current(mA),vddq_ddr voltage(V),vddq_ddr current(mA),vdd2_ddr voltage(V),vdd2_ddr current(mA),nvcc_sdio2 voltage(V),nvcc_sdio2 current(mA),nvcc_3v3 voltage(V),nvcc_3v3 current(mA),vdd_usb_3v3 voltage(V),vdd_usb_3v3 current(mA),vdd_ana_0v8 voltage(V),vdd_ana_0v8 current(mA),vdd_ana_1v8 voltage(V),vdd_ana_1v8 current(mA),nvcc_enet_ccm voltage(V),nvcc_enet_ccm current(mA),nvcc_wakeup voltage(V),nvcc_wakeup current(mA),nvcc_bbsm_1v8 voltage(V),nvcc_bbsm_1v8 current(mA),GROUP_SOC Power(mW),GROUP_SOC_FULL Power(mW),GROUP_DRAM Power(mW)
1132,0.812107,81.176758,0.813434,499.267578,0.497017,6.103516,1.038767,79.956055,1.796179,3.028870,0.837791,60.119629,0.500472,2.441406,1.046287,0.463867,3.285225,-0.183105,3.291221,3.326416,3.278892,19.447327,0.835627,130.004883,1.787390,92.590332,1.792792,2.044678,1.794891,0.579834,1.790268,0.126343,862.242758,877.295608,91.529660
1140,0.813718,51.879883,0.816324,507.202148,0.496034,6.713867,1.038251,33.874512,1.795291,2.807617,0.834305,66.833496,0.496965,11.291504,1.044379,0.280762,3.287669,-0.213623,3.287324,3.234863,3.284285,19.393921,0.832706,129.089355,1.791803,92.224121,1.792798,1.983643,1.795398,0.396729,1.790903,0.111694,854.557344,868.757622,43.541054
1147,0.815979,87.890625,0.818012,462.646484,0.500426,7.019043,1.039158,40.893555,1.791336,1.708984,0.836445,48.217773,0.498003,5.187988,1.043357,0.463867,3.287672,-0.244141,3.284431,2.868652,3.273506,19.485474,0.832190,131.835938,1.790317,92.651367,1.793747,2.258301,1.794385,0.762939,1.791772,0.268860,833.421759,847.460823,49.068727
1155,0.819422,83.007812,0.821292,490.112305,0.500392,10.375977,1.048414,43.029785,1.795129,1.991272,0.835563,38.757324,0.496474,11.596680,1.043961,0.000000,3.293025,-0.061035,3.293208,2.990723,3.288634,19.508362,0.838520,133.666992,1.789343,92.590332,1.793744,2.288818,1.793414,0.701904,1.790918,0.110168,850.797039,865.809480,53.879670
1163,0.822373,78.735352,0.814609,459.594727,0.498470,7.324219,1.042676,30.822754,1.789957,1.495361,0.829993,58.593750,0.492625,5.798340,1.039457,0.439453,3.288634,-0.091553,3.296138,2.990723,3.281285,19.569397,0.836100,131.530762,1.784909,93.383789,1.793738,2.349854,1.794818,1.312256,1.791351,0.115662,832.159793,848.286825,38.465691
1171,0.817523,72.021484,0.816431,485.839844,0.502919,1.831055,1.044092,35.705566,1.797528,2.098083,0.836692,72.326660,0.498894,13.732910,1.043540,-0.268555,3.288127,0.091553,3.286796,3.631592,3.280830,19.485474,0.834589,136.108398,1.786444,91.979980,1.795200,2.380371,1.795837,0.885010,1.790579,0.144043,864.718209,882.818123,41.972149
1178,0.820948,70.800781,0.817481,471.191406,0.499440,7.934570,1.047022,35.705566,1.788974,1.510620,0.838294,58.593750,0.501415,5.798340,1.044816,0.488281,3.291557,-0.030518,3.289793,2.960205,3.283797,19.393921,0.836579,132.446289,1.794220,92.712402,1.800110,2.105713,1.798825,0.305176,1.797726,0.112915,836.886873,850.864358,44.049823
1185,0.821814,92.773438,0.823322,474.853516,0.503319,10.681152,1.050385,41.198730,1.798697,1.617432,0.836725,68.969727,0.500417,7.934570,1.046442,-0.158691,3.287102,0.579834,3.289152,4.486084,3.282930,19.119263,0.830704,133.972168,1.796692,92.102051,1.797769,1.098633,1.798373,-0.061035,1.796866,0.198975,868.608086,887.134797,51.559835
1193,0.817652,46.386719,0.820841,482.788086,0.495006,11.901855,1.043937,51.269531,1.796542,2.120972,0.836732,68.359375,0.497032,4.577637,1.040424,0.476074,3.288075,0.610352,3.289638,4.516602,3.281370,19.355774,0.834604,134.582520,1.788895,91.796875,1.798074,2.929688,1.793350,1.342773,1.791394,0.111389,834.440437,858.981160,63.224054
1200,0.819919,81.176758,0.816739,424.194336,0.495955,14.648438,1.042103,39.367676,1.797296,1.457214,0.835871,56.762695,0.496999,7.934570,1.040925,0.427246,3.288569,0.549316,3.290690,3.753662,3.277049,19.172668,0.837082,130.920410,1.788470,90.515137,1.791476,0.549316,1.791565,-0.335693,1.792877,0.109558,799.350019,813.891295,50.909170
1208,0.816504,80.566406,0.810062,490.112305,0.495042,8.239746,1.039570,48.522949,1.793597,2.159119,0.833341,65.612793,0.494093,5.493164,1.044822,0.463867,3.291066,0.000000,3.285887,2.960205,3.283308,19.393921,0.833167,131.835938,1.789368,92.102051,1.796594,3.082275,1.795315,1.220703,1.792471,0.198975,859.359360,876.815405,58.394601
1215,0.817566,63.476562,0.815235,432.128906,0.501396,7.629395,1.042600,38.452148,1.795853,1.403809,0.831131,42.419434,0.500392,10.375977,1.043375,0.390625,3.286204,-0.213623,3.285377,3.173828,3.276552,19.195557,0.827829,128.479004,1.788428,91.369629,1.791821,1.983643,1.797815,0.640869,1.792905,0.106812,777.891899,792.323610,46.436598
1223,0.812583,83.618164,0.814102,463.256836,0.498012,4.272461,1.039762,29.296875,1.792929,1.388550,0.832129,40.283203,0.496001,10.070801,1.040534,0.036621,3.283699,0.427246,3.286268,4.028320,3.281694,19.767761,0.829743,132.446289,1.789835,92.529297,1.789282,2.960205,1.792361,1.464844,1.786484,0.114136,824.223384,846.786645,35.079083
1230,0.816965,86.059570,0.818128,439.453125,0.498451,9.155273,1.041602,40.588379,1.797064,3.257751,0.836213,71.411133,0.500890,9.460449,1.043989,-0.109863,3.295396,0.640869,3.287156,4.913330,3.280894,19.325256,0.838050,131.835938,1.784073,90.576172,1.791302,2.288818,1.789490,0.885010,1.786148,0.098877,829.835600,853.782084,52.694791
1238,0.821912,73.242188,0.818387,485.229492,0.498943,8.850098,1.043397,56.457520,1.793716,3.082275,0.835920,149.536133,0.495531,8.239746,1.045466,-0.158691,3.292531,0.000000,3.296455,4.699707,3.288588,19.622803,0.838032,133.666992,1.787408,92.224121,1.795251,1.861572,1.789538,0.396729,1.793408,0.105286,927.801021,947.345347,68.852006
1245,0.819895,86.059570,0.815561,464.477539,0.500346,14.953613,1.044465,47.302246,1.796139,3.128052,0.839234,62.255859,0.504762,12.817383,1.046955,-0.256348,3.290074,0.152588,3.292110,4.211426,3.284721,19.523621,0.834653,129.699707,1.792337,91.308594,1.795129,3.082275,1.791852,1.678467,1.793610,0.182800,844.185799,867.092946,62.505934
1253,0.818927,84.228516,0.818116,441.894531,0.497505,6.103516,1.041480,52.795410,1.795590,3.280640,0.835813,62.561035,0.503774,14.038086,1.043555,-0.329590,3.287150,0.091553,3.290208,3.692627,3.285811,19.241333,0.836585,131.835938,1.790390,91.186523,1.791858,1.617432,1.792953,0.427246,1.790423,0.110779,826.488338,842.603037,63.912586
1261,0.818921,85.449219,0.817456,476.074219,0.498933,9.765625,1.040650,38.146973,1.797891,2.410889,0.837934,45.776367,0.500493,0.305176,1.042960,0.097656,3.287660,-0.122070,3.285817,3.662109,3.286656,19.569397,0.838050,131.835938,1.781119,91.064453,1.795673,2.532959,1.790933,1.098633,1.789996,0.104675,834.945164,853.092802,48.904561
1268,0.818003,73.852539,0.812860,418.701172,0.494594,4.272461,1.045576,33.874512,1.795209,6.675720,0.836182,74.462891,0.498939,9.155273,1.040076,-0.085449,3.287660,-0.122070,3.289726,3.631592,3.283671,19.706726,0.835618,130.920410,1.789389,91.674805,1.792209,2.990723,1.796277,1.373291,1.793326,0.162354,805.943593,825.316020,49.515808
1275,0.816489,83.618164,0.815476,481.567383,0.495564,4.882812,1.038157,43.334961,1.790109,2.334595,0.835325,62.561035,0.498503,3.967285,1.042356,0.561523,3.291029,0.366211,3.295991,4.455566,3.286119,19.691467,0.838038,133.056641,1.789346,92.529297,1.791702,3.173828,1.790921,1.220703,1.791882,0.111389,857.783136,881.546593,51.587407
1282,0.822025,50.659180,0.815476,481.567383,0.501909,5.187988,1.047465,40.283203,1.793088,2.212524,0.837018,39.672852,0.499403,11.596680,1.042527,-0.122070,3.287160,0.000000,3.290224,3.540039,3.285393,19.065857,0.834656,129.394531,1.788422,91.491699,1.791870,1.495361,1.794925,0.244141,1.792575,0.188599,807.823278,822.588505,48.766382
1290,0.820838,92.773438,0.814984,482.177734,0.497911,14.343262,1.042557,42.724609,1.793371,2.723694,0.835755,68.359375,0.496977,10.070801,1.043952,0.036621,3.290126,-0.366211,3.290285,2.929688,3.285255,19.409180,0.837543,133.666992,1.786459,91.674805,1.793915,0.579834,1.791070,-0.274658,1.790433,0.109863,870.980152,879.963018,56.569122
1297,0.823453,57.983398,0.820871,476.684570,0.504280,12.207031,1.041602,40.588379,1.792667,2.044678,0.837281,62.255859,0.496522,6.713867,1.043836,0.500488,3.288060,0.762939,3.291533,5.096436,3.281730,19.676208,0.836082,133.361816,1.782062,91.735840,1.786883,2.532959,1.791418,1.129150,1.786722,0.285645,835.087601,860.920160,52.098134
1304,0.816522,76.904297,0.813855,415.039062,0.495985,11.596680,1.043030,93.078613,1.796152,1.876831,0.839252,60.424805,0.501881,7.934570,1.047764,0.415039,3.293001,0.183105,3.295567,3.814697,3.290086,19.538879,0.843876,135.192871,1.790890,90.942383,1.795828,0.976562,1.797400,-0.091553,1.796027,0.136414,797.187969,811.951709,106.206685
1311,0.821573,43.334961,0.816498,472.412109,0.500932,5.187988,1.042817,114.440918,1.797360,2.517700,0.836213,71.411133,0.500905,7.934570,1.043369,0.415039,3.293025,-0.061035,3.292644,3.753662,3.285814,19.233704,0.831214,131.835938,1.791293,92.651367,1.795615,3.112793,1.793838,1.342773,1.791891,0.110474,824.394787,844.551363,126.464961
1319,0.811154,76.293945,0.814551,471.191406,0.491646,6.103516,1.038654,42.419434,1.793390,1.457214,0.833845,64.086914,0.499950,5.798340,1.041874,0.537109,3.289577,0.244141,3.292638,3.814697,3.282170,19.798279,0.833188,129.699707,1.787427,91.857910,1.792370,1.373291,1.791064,-0.213623,1.790607,0.190125,840.167935,855.610304,49.673242
1326,0.818921,85.449219,0.817917,481.567383,0.498479,6.408691,1.044062,38.757324,1.794702,3.059387,0.839664,68.054199,0.501894,6.713867,1.041083,-0.207520,3.287675,-0.274658,3.293169,3.387451,3.281734,19.668579,0.834635,131.530762,1.788885,91.979980,1.790756,2.868652,1.790893,1.495361,1.790420,0.111084,863.222434,881.289984,49.150332
1333,0.818927,84.228516,0.812180,457.153320,0.499434,8.544922,1.041083,43.640137,1.797552,3.257751,0.841572,72.631836,0.498927,10.375977,1.045890,0.097656,3.288069,0.671387,3.292567,4.516602,3.283705,19.622803,0.836573,133.056641,1.791800,92.285156,1.793802,1.708984,1.795880,0.457764,1.793384,0.107727,847.968404,868.934853,55.556625
1341,0.823969,52.490234,0.820642,424.804688,0.505760,10.681152,1.047443,42.419434,1.795850,2.632141,0.836442,48.522949,0.498985,4.577637,1.044367,0.329590,3.281321,-0.213623,3.285829,3.540039,3.281273,19.599915,0.828293,130.920410,1.792755,92.712402,1.792773,2.227783,1.798749,1.068115,1.793939,0.149841,774.310674,791.156852,54.560986
1349,0.819516,64.086914,0.818821,496.215820,0.500414,8.239746,1.044526,41.198730,1.791833,1.686096,0.836689,72.631836,0.499940,6.713867,1.042466,0.122070,3.286168,0.152588,3.285798,3.845215,3.282414,19.187927,0.835608,131.835938,1.787482,90.759277,1.793817,1.556396,1.794910,0.396729,1.793393,0.106812,858.654036,875.294049,50.177622
1356,0.815995,84.838867,0.817002,469.360352,0.500877,10.681152,1.040903,61.645508,1.794745,1.731873,0.834165,32.043457,0.496962,11.596680,1.042539,-0.170898,3.291545,0.091553,3.290654,4.119873,3.286165,19.577026,0.836069,134.582520,1.789911,91.003418,1.795291,1.464844,1.792447,0.610352,1.794824,0.110168,824.950076,842.532345,72.625232
1364,0.817447,87.280273,0.815991,476.074219,0.497057,2.136230,1.043015,45.776367,1.792032,3.631592,0.831598,44.555664,0.499434,8.544922,1.043485,-0.048828,3.287147,0.122070,3.288356,2.685547,3.277043,19.187927,0.834144,131.835938,1.786926,92.102051,1.793313,1.708984,1.791437,0.946045,1.790198,0.133362,838.756687,852.748508,55.315201
1371,0.815500,86.059570,0.813361,416.259766,0.496025,7.629395,1.037076,53.710938,1.794299,4.066467,0.835224,72.631836,0.500398,9.765625,1.040082,-0.109863,3.289055,0.579834,3.293053,4.547119,3.280751,19.683838,0.833179,130.615234,1.791278,92.956543,1.790387,1.678467,1.792453,0.549316,1.796307,0.108337,814.296550,835.167287,66.783174
1379,0.817426,91.552734,0.815769,422.973633,0.494496,14.038086,1.041096,42.419434,1.792276,1.800537,0.835892,54.626465,0.498509,3.356934,1.040470,0.292969,3.283742,0.000000,3.285396,2.990723,3.273127,19.210815,0.829270,130.920410,1.788406,91.796875,1.794296,1.647949,1.794885,0.640869,1.794577,0.281372,803.649199,817.582101,54.331523
1386,0.821851,85.449219,0.812512,488.281250,0.501387,8.544922,1.040998,52.185059,1.796020,2.204895,0.836210,71.716309,0.498457,8.544922,1.044553,-0.415039,3.286641,0.305176,3.287660,4.760742,3.278853,19.546509,0.832224,128.479004,1.789346,92.529297,1.792914,0.823975,1.794952,-0.030518,1.794308,0.112915,867.539714,885.616956,62.568889
1394,0.817929,88.500977,0.819376,482.788086,0.497517,4.882812,1.044150,29.907227,1.794202,1.869202,0.838953,41.503906,0.501381,9.155273,1.042496,0.000000,3.290571,0.061035,3.293095,4.119873,3.280214,19.805908,0.834611,133.972168,1.800604,91.979980,1.800568,2.410889,1.796753,1.495361,1.799185,0.113525,849.988605,870.784343,37.010653
1401,0.822797,91.552734,0.824463,441.894531,0.500887,9.765625,1.045057,36.926270,1.797675,1.731873,0.837379,52.490234,0.499925,8.239746,1.043388,0.341797,3.289055,0.579834,3.288670,4.425049,3.280940,19.210815,0.833158,132.751465,1.789874,91.735840,1.789911,1.556396,1.791971,0.488281,1.792215,0.224609,826.315836,846.436265,46.594864
1409,0.817661,142.211914,0.816104,453.491211,0.496501,8.850098,1.039063,50.354004,1.795242,12.695312,0.838187,69.274902,0.500911,7.324219,1.044816,0.488281,3.289586,0.152588,3.288286,3.387451,3.280845,19.447327,0.836545,135.803223,1.786993,90.759277,1.793365,1.190186,1.791550,-0.183105,1.789938,0.110474,888.414759,901.862012,79.506233
1416,0.817685,39.672852,0.815024,474.243164,0.493669,-0.915527,1.040159,38.452148,1.787900,20.065308,0.841428,184.631348,0.504271,13.122559,1.048911,-0.268555,3.292461,0.701904,3.292509,5.096436,3.284743,19.470215,0.838523,133.361816,1.786490,91.064453,1.795160,2.777100,1.797259,1.312256,1.796295,0.109558,919.313266,945.748122,75.419127
1424,0.821473,63.476562,0.819660,426.025391,0.501833,12.817383,1.047321,54.626465,1.795355,1.426697,0.835068,39.367676,0.497447,11.901855,1.047437,-0.231934,3.288090,0.457764,3.290636,4.302979,3.276936,19.454956,0.838047,132.141113,1.787955,91.064453,1.792206,3.021240,1.792386,1.220703,1.790011,0.151978,777.476667,800.744025,66.205068
1431,0.821457,66.528320,0.820548,443.725586,0.498503,3.967285,1.042606,37.841797,1.797629,1.846313,0.837900,49.133301,0.499953,5.493164,1.043903,0.231934,3.292564,-0.335693,3.296187,2.502441,3.279872,19.439697,0.838068,130.004883,1.790356,91.857910,1.795676,2.502441,1.792435,0.732422,1.794305,0.113220,800.279713,813.229326,44.750784
1440,0.813758,43.945312,0.811289,440.063477,0.495061,6.408691,1.040125,41.809082,1.794531,2.265930,0.836692,72.326660,0.499883,12.512207,1.044944,-0.024414,3.283250,0.030518,3.292222,3.082275,3.283833,19.302368,0.834141,132.141113,1.786941,91.796875,1.793225,2.593994,1.793845,1.281738,1.790646,0.283813,797.677451,814.876038,50.725650
1447,0.812616,76.904297,0.812558,479.125977,0.493571,8.850098,1.041773,23.498535,1.794217,1.831055,0.835737,70.190430,0.496507,8.239746,1.045466,-0.158691,3.287672,-0.244141,3.291267,2.868652,3.276887,19.577026,0.833194,129.089355,1.788834,93.017578,1.790842,2.014160,1.793417,0.671387,1.790896,0.112305,852.699659,866.149624,32.133606
1454,0.813620,71.411133,0.812280,437.011719,0.491142,7.629395,1.037208,40.588379,1.796262,1.602173,0.837971,42.114258,0.494020,12.817383,1.042954,0.122070,3.292964,0.549316,3.290196,3.814697,3.277528,19.195557,0.835120,131.835938,1.791309,92.346191,1.794208,2.532959,1.791458,0.732422,1.790970,0.104980,793.448868,813.665607,48.723614
1461,0.820493,64.086914,0.819785,498.657227,0.495995,10.681152,1.045545,36.926270,1.791971,2.563477,0.835776,163.879395,0.493565,9.460449,1.039426,0.561523,3.290553,0.244141,3.289668,4.211426,3.279304,19.638062,0.836118,129.699707,1.790897,90.820312,1.795151,2.868652,1.794849,1.007080,1.792590,0.138245,939.335098,960.949869,48.499549
1468,0.823035,141.601562,0.818686,523.071289,0.499449,7.019043,1.044575,36.315918,1.792676,11.787415,0.839936,40.893555,0.498924,10.681152,1.042005,0.012207,3.286577,0.946045,3.289625,4.638672,3.282161,19.821167,0.830692,135.192871,1.788367,92.590332,1.793814,1.586914,1.792947,0.488281,1.791852,0.114441,927.614497,949.705330,62.571355
1476,0.820410,80.566406,0.817032,463.256836,0.498500,4.272461,1.044947,47.912598,1.795096,2.075195,0.841080,72.937012,0.501369,10.375977,1.042869,0.463867,3.291579,-0.244141,3.290785,2.807617,3.277376,19.577026,0.834156,130.615234,1.791376,91.003418,1.794293,1.678467,1.793957,0.152588,1.792413,0.107117,847.953116,859.674171,55.921121
1483,0.820957,68.969727,0.817475,472.412109,0.497932,12.207031,1.040052,49.133301,1.794394,2.609253,0.834583,39.062500,0.500371,12.512207,1.043452,0.085449,3.286131,0.518799,3.288771,3.417969,3.280934,19.226074,0.828766,132.446289,1.794775,91.369629,1.798572,2.838135,1.796280,1.342773,1.792340,0.114441,818.796482,839.258825,61.861486
1491,0.818451,81.787109,0.815018,475.463867,0.496989,8.850098,1.040583,44.860840,1.792032,2.410889,0.833854,63.171387,0.500368,12.817383,1.042896,0.354004,3.288075,0.610352,3.284288,4.302979,3.277318,19.721985,0.830716,132.751465,1.789401,91.430664,1.790253,3.021240,1.795773,1.525879,1.790414,0.111694,852.628786,876.916803,55.400217
1498,0.818494,73.242188,0.813285,431.518555,0.498439,10.375977,1.040079,46.386719,1.791308,1.777649,0.830900,65.612793,0.496046,5.493164,1.041855,0.610352,3.284160,0.701904,3.290166,4.119873,3.281901,19.248962,0.835123,131.530762,1.787973,90.698242,1.794800,1.495361,1.793936,0.366211,1.792078,0.140686,804.209768,823.410831,56.601977
1506,0.823047,41.503906,0.824692,493.774414,0.503362,6.408691,1.045011,41.503906,1.797833,1.335144,0.836005,43.334961,0.496022,7.934570,1.044495,-0.183105,3.289625,-0.244141,3.290278,2.990723,3.281367,19.363403,0.835581,134.582520,1.789322,93.017578,1.790741,3.021240,1.790866,1.770020,1.791830,0.116577,823.984601,841.601906,48.998297
1513,0.820108,43.334961,0.821344,479.736328,0.503325,10.070801,1.044007,44.250488,1.796579,2.029419,0.837220,68.359375,0.497932,12.207031,1.044327,0.488281,3.292497,0.335693,3.296461,4.638672,3.281911,19.226074,0.841944,133.056641,1.791284,92.834473,1.796213,2.014160,1.793875,0.976562,1.791739,0.272217,835.293270,857.059434,54.912717
1521,0.816819,115.356445,0.817099,449.829102,0.498924,10.681152,1.042057,43.945312,1.794186,1.907349,0.832490,53.100586,0.500887,9.765625,1.043494,-0.085449,3.290517,0.610352,3.287657,4.791260,3.285103,19.790649,0.838495,136.108398,1.794308,90.942383,1.791724,2.960205,1.793402,0.823975,1.791388,0.112000,853.308220,877.850198,54.544742
1529,0.824576,126.342773,0.826249,475.463867,0.503322,10.375977,1.050349,44.860840,1.798178,1.693726,0.838300,57.983398,0.499483,3.662109,1.042396,0.402832,3.296440,-0.030518,3.295665,2.838135,3.290141,19.401550,0.839011,133.361816,1.789819,92.834473,1.794336,1.251221,1.795441,-0.030518,1.794815,0.111084,889.969368,901.412627,55.387600
1537,0.818076,156.860352,0.817261,515.136719,0.499889,11.901855,1.043516,44.555664,1.798212,1.609802,0.838383,49.743652,0.498979,5.187988,1.045319,0.427246,3.289143,-0.305176,3.291270,2.838135,3.277479,19.317627,0.838059,130.920410,1.794266,91.796875,1.797266,1.251221,1.795410,0.274658,1.791727,0.175781,932.119455,943.198656,55.338901
1544,0.817356,105.590820,0.816263,519.409180,0.498912,11.901855,1.047376,49.133301,1.787298,13.023376,0.839710,63.476562,0.498476,6.713867,1.041895,0.451660,3.287083,0.762939,3.294997,4.638672,3.280327,19.523621,0.836570,133.361816,1.790347,92.041016,1.791366,1.647949,1.799338,0.061035,1.796249,0.114136,907.999704,928.853861,80.675691
1552,0.823288,90.942383,0.819376,482.788086,0.499422,9.765625,1.041660,34.790039,1.797092,8.071899,0.837891,147.705078,0.504292,10.986328,1.048344,0.048828,3.287120,0.396729,3.288698,4.150391,3.282277,19.531250,0.837534,134.582520,1.789423,91.003418,1.795856,0.701904,1.794467,-0.061035,1.790854,0.116577,939.685808,955.790275,55.622507
1559,0.819010,67.749023,0.818564,449.829102,0.500865,11.901855,1.044129,32.043457,1.794354,2.708435,0.839124,73.242188,0.498943,8.850098,1.043018,-0.134277,3.292442,0.885010,3.295515,4.333496,3.277409,19.493103,0.833112,137.329102,1.791840,91.491699,1.800635,1.739502,1.801758,0.274658,1.796594,0.177307,831.990416,852.812438,44.278623
1567,0.820435,75.683594,0.816989,471.801758,0.496516,7.324219,1.042988,48.522949,1.798016,2.098083,0.834733,72.937012,0.497899,15.563965,1.043464,0.036621,3.280305,0.183105,3.289162,4.394531,3.277241,19.912720,0.830726,131.835938,1.792346,91.125488,1.798755,1.007080,1.792972,0.244141,1.795264,0.115051,854.534143,871.838335,58.017823
1574,0.815576,70.800781,0.813565,473.022461,0.496028,7.324219,1.039490,56.457520,1.791223,1.991272,0.834409,56.457520,0.493535,12.512207,1.039561,0.024414,3.289030,0.823975,3.287184,4.638672,3.281218,19.737244,0.836060,135.498047,1.785986,91.369629,1.790982,0.610352,1.789593,-0.152588,1.788394,0.118408,837.330735,856.109038,65.886877
1582,0.819376,92.163086,0.817896,485.839844,0.498949,8.239746,1.044083,36.621094,1.793707,1.884460,0.832474,54.626465,0.497996,5.798340,1.039475,0.366211,3.287562,0.854492,3.291087,4.669189,3.281807,19.485474,0.835102,133.666992,1.787445,91.491699,1.794638,3.112793,1.789429,1.495361,1.789133,0.191040,861.077222,887.515306,45.726854
1589,0.813050,87.890625,0.817868,491.333008,0.498451,9.155273,1.036692,43.334961,1.795618,1.991272,0.834910,55.236816,0.499904,10.375977,1.046351,0.207520,3.292540,-0.091553,3.286247,4.241943,3.284138,19.760132,0.832694,130.310059,1.787909,91.979980,1.792737,2.593994,1.794327,1.342773,1.788431,0.114746,862.887470,883.585826,53.064021
1597,0.818915,86.669922,0.819348,488.281250,0.499922,8.544922,1.045472,44.250488,1.788827,1.876831,0.839783,56.152344,0.500465,3.051758,1.042405,0.366211,3.288112,0.244141,3.290101,4.760742,3.280247,19.721985,0.833634,133.972168,1.784030,91.430664,1.793808,1.647949,1.790011,0.549316,1.790454,0.107727,859.797309,880.202783,53.891764
1604,0.815970,89.721680,0.818738,512.695312,0.497469,9.765625,1.041056,46.386719,1.787128,12.229919,0.833027,48.217773,0.498445,9.765625,1.044947,-0.036621,3.291075,-0.091553,3.294142,3.417969,3.281401,19.279480,0.834604,134.582520,1.788379,92.346191,1.796258,1.556396,1.798355,0.122070,1.792453,0.151978,878.978707,892.951891,75.005686
1612,0.823972,51.879883,0.823298,479.736328,0.502388,6.103516,1.044053,39.672852,1.789172,13.221741,0.834592,38.146973,0.498924,10.681152,1.038566,0.097656,3.287596,0.518799,3.285258,4.364014,3.285084,19.836426,0.834116,134.582520,1.788351,92.895508,1.793634,3.387451,1.795770,1.556396,1.792389,0.109558,818.728928,843.642219,68.142857
1620,0.825916,53.710938,0.824582,515.747070,0.505763,10.375977,1.046976,40.283203,1.790836,12.725830,0.833573,140.075684,0.495976,12.512207,1.043949,0.048828,3.294017,-0.213623,3.293700,2.960205,3.289128,19.493103,0.841956,131.835938,1.784088,90.270996,1.790390,1.647949,1.790033,0.335693,1.787945,0.163269,929.115378,941.713100,70.213221
1628,0.816056,72.631836,0.814957,487.670898,0.497481,8.544922,1.042658,32.653809,1.787036,13.679504,0.833796,68.969727,0.500404,9.155273,1.044456,-0.024414,3.288035,1.007080,3.289610,4.791260,3.285658,19.622803,0.834598,135.192871,1.788409,91.735840,1.793350,1.342773,1.796887,0.152588,1.797266,0.110168,860.329690,882.084628,62.743460
1635,0.814020,89.111328,0.814627,455.932617,0.493071,10.070801,1.036710,41.503906,1.794363,2.685547,0.835282,66.833496,0.497011,6.713867,1.042094,-0.341797,3.283757,-0.152588,3.287324,3.234863,3.285771,19.340515,0.831220,131.225586,1.792856,90.698242,1.795160,2.777100,1.793359,1.251221,1.794913,0.101318,838.175627,855.537836,52.811987
1643,0.818418,88.500977,0.813541,477.905273,0.497945,10.986328,1.039176,39.062500,1.792725,1.899719,0.836570,35.705566,0.499409,10.986328,1.044425,0.097656,3.286192,-0.091553,3.283024,2.288818,3.277897,19.493103,0.829764,130.310059,1.787424,91.918945,1.797620,2.593994,1.795834,0.915527,1.794678,0.124817,833.230232,846.750768,49.469069
1650,0.815543,77.514648,0.813812,423.583984,0.497026,5.187988,1.038685,39.367676,1.794220,1.823425,0.835987,45.166016,0.498415,12.817383,1.041450,0.280762,3.288096,0.396729,3.294478,4.943848,3.286223,19.432068,0.837098,129.394531,1.786917,92.285156,1.789850,2.166748,1.790979,0.640869,1.788440,0.113831,789.656891,812.274706,46.740793
1657,0.823377,73.242188,0.818872,485.839844,0.499379,14.038086,1.045484,43.029785,1.792279,1.792908,0.837351,55.236816,0.500410,8.544922,1.043870,0.366211,3.286238,-0.549316,3.289308,2.929688,3.281914,19.218445,0.833713,126.037598,1.786920,92.224121,1.789862,2.044678,1.793426,0.579834,1.785327,0.229797,842.417498,854.948538,55.210672
1665,0.825296,79.956055,0.822321,479.736328,0.502849,8.850098,1.046024,37.841797,1.796243,1.647949,0.834022,46.386719,0.498970,6.103516,1.042429,0.268555,3.289104,0.091553,3.289735,3.540039,3.281770,19.577026,0.837556,132.446289,1.790839,91.979980,1.795322,1.159668,1.792508,0.000000,1.793259,0.120239,842.612950,856.641845,46.993817
1672,0.826795,73.242188,0.825565,416.870117,0.505235,14.343262,1.050724,104.980469,1.793140,8.186340,0.841370,190.429688,0.499425,9.460449,1.045893,0.085449,3.291017,0.488281,3.293614,3.814697,3.284321,19.302368,0.832657,133.972168,1.784967,92.224121,1.789892,1.739502,1.794415,0.457764,1.789953,0.108948,909.505784,927.611807,132.231478
1679,0.821485,61.035156,0.814453,490.722656,0.497963,9.155273,1.039164,40.283203,1.790866,8.987427,0.836643,223.693848,0.499940,6.713867,1.045881,0.134277,3.292549,-0.183105,3.288280,3.448486,3.280281,19.638062,0.835633,129.394531,1.792831,91.186523,1.793344,1.403809,1.789551,0.274658,1.796622,0.125732,976.711688,990.457418,62.515111
1686,0.817929,88.500977,0.817002,469.360352,0.496001,10.070801,1.044498,43.945312,1.797314,1.411438,0.835550,39.978027,0.498451,9.155273,1.046864,0.109863,3.290001,0.885010,3.292049,4.821777,3.280958,19.165039,0.832190,131.835938,1.791339,91.735840,1.796338,0.762939,1.794473,-0.122070,1.795319,0.109558,831.056840,850.993493,53.432728
