time(ms),vdd_arm voltage(V),vdd_arm current(mA),vdd_soc voltage(V),vdd_soc current(mA),lpd5_vddq voltage(V),lpd5_vddq current(mA),lpd5_vdd2 voltage(V),lpd5_vdd2 current(mA),lpd5_vdd1 voltage(V),lpd5_vdd1 current(mA),vdd_ddr voltage(V),vdd_ddr current(mA),vddq_ddr voltage(V),vddq_ddr current(mA),vdd2_ddr voltage(V),vdd2_ddr current(mA),nvcc_sdio2 voltage(V),nvcc_sdio2 current(mA),nvcc_3v3 voltage(V),nvcc_3v3 current(mA),vdd_usb_3v3 voltage(V),vdd_usb_3v3 current(mA),vdd_ana_0v8 voltage(V),vdd_ana_0v8 current(mA),vdd_ana_1v8 voltage(V),vdd_ana_1v8 current(mA),nvcc_enet_ccm voltage(V),nvcc_enet_ccm current(mA),nvcc_wakeup voltage(V),nvcc_wakeup current(mA),nvcc_bbsm_1v8 voltage(V),nvcc_bbsm_1v8 current(mA),GROUP_SOC Power(mW),GROUP_SOC_FULL Power(mW),GROUP_DRAM Power(mW)
57987,0.817450,86.669922,0.864497,638.427734,0.496016,8.544922,1.042451,53.405762,1.795407,2.517700,0.836478,93.688965,0.501878,8.239746,1.044431,0.073242,3.287092,0.671387,3.293053,4.547119,3.283696,19.645691,0.836048,136.718750,1.792786,92.102051,1.794397,0.640869,1.798901,-0.457764,1.791424,0.108337,1049.474971,1066.982286,64.431582
57994,0.825757,85.449219,0.873195,656.738281,0.503832,8.239746,1.052866,37.231445,1.793570,2.227783,0.836600,227.966309,0.497472,9.460449,1.043012,-0.109863,3.290004,0.854492,3.293510,4.852295,3.284581,19.874573,0.838032,133.666992,1.789429,90.881348,1.796231,1.831055,1.794870,0.793457,1.793365,0.109558,1179.447955,1202.953470,47.346867
58001,0.822312,90.942383,0.871345,635.986328,0.503322,10.375977,1.045881,52.185059,1.793289,1.708984,0.836048,87.890625,0.495564,4.882812,1.040964,0.268555,3.287175,-0.152588,3.287276,3.723145,3.281358,19.386292,0.833164,132.141113,1.785910,92.895508,1.789932,1.342773,1.790018,0.488281,1.790829,0.265503,1045.213716,1060.228641,62.866512
58008,0.819394,88.500977,0.865016,632.324219,0.498515,2.746582,1.046070,33.264160,1.793256,3.013611,0.842277,99.792480,0.503371,5.493164,1.046442,-0.158691,3.288136,0.000000,3.284401,3.173828,3.273579,19.302368,0.829725,134.277344,1.789871,91.796875,1.792377,1.312256,1.795438,0.000000,1.784546,0.112610,1045.246050,1058.022230,41.570029
58016,0.817432,90.332031,0.866023,723.876953,0.497481,8.544922,1.041465,54.321289,1.788968,14.953613,0.836460,193.176270,0.498949,8.239746,1.043009,-0.097656,3.282203,0.732422,3.289134,4.669189,3.281206,19.767761,0.833613,136.108398,1.789380,91.857910,1.792902,0.946045,1.792999,-0.030518,1.788919,0.114746,1209.225512,1228.628507,87.576181
58023,0.816596,62.255859,0.867546,614.624023,0.498497,4.577637,1.037159,45.471191,1.791849,2.868652,0.835834,60.424805,0.499898,10.986328,1.040562,-0.073242,3.285624,0.701904,3.281834,4.425049,3.276448,19.454956,0.828251,135.192871,1.789337,92.712402,1.791702,3.173828,1.794330,1.312256,1.792657,0.180359,981.906989,1006.776633,54.582974
58030,0.819901,84.838867,0.872706,656.738281,0.502873,6.408691,1.045139,28.686523,1.792752,1.831055,0.838065,81.481934,0.497090,-1.220703,1.043427,0.183105,3.290538,0.396729,3.293993,4.913330,3.280778,19.615173,0.831644,137.634277,1.789352,92.407227,1.797101,2.899170,1.793793,1.800537,1.794275,0.116272,1054.943971,1080.873784,36.486798
58037,0.820343,93.994141,0.870646,678.100586,0.499425,9.460449,1.045899,50.354004,1.792483,2.502441,0.837574,81.787109,0.499989,1.831055,1.044868,0.280762,3.291051,0.152588,3.291646,3.967285,3.280964,19.149780,0.833137,134.887695,1.788937,90.942383,1.793845,1.281738,1.798306,0.610352,1.793274,0.118713,1075.317540,1092.275450,61.875577
58044,0.818491,73.852539,0.865336,665.893555,0.499925,8.239746,1.043125,34.790039,1.799258,1.434326,0.839689,65.612793,0.504360,4.272461,1.046394,0.036621,3.295909,0.396729,3.293510,4.852295,3.285625,19.706726,0.838032,133.666992,1.788376,92.407227,1.789334,2.441406,1.792898,0.976562,1.787790,0.276489,1036.476097,1059.884130,42.990342
58053,0.812216,59.204102,0.863401,662.231445,0.495073,5.187988,1.039167,39.978027,1.795880,1.335144,0.833860,62.561035,0.497453,11.291504,1.041996,0.048828,3.286238,-0.549316,3.287834,3.021240,3.282402,19.218445,0.831238,129.394531,1.789859,92.041016,1.792361,1.464844,1.794434,0.274658,1.789972,0.107117,1013.265545,1024.512083,46.510032
58061,0.815198,48.828125,0.864613,615.234375,0.495598,1.525879,1.039228,33.874512,1.792496,2.471924,0.835169,78.125000,0.499538,-1.831055,1.043384,0.354004,3.287654,-0.061035,3.287303,3.448486,3.280357,19.447327,0.836115,130.004883,1.787408,92.224121,1.793384,1.007080,1.791034,0.091553,1.793271,0.119019,973.995209,987.100821,40.390472
58068,0.816544,72.631836,0.862181,613.403320,0.498512,3.051758,1.045093,33.264160,1.795999,2.258301,0.838044,83.618164,0.504363,3.967285,1.043421,0.207520,3.287602,0.457764,3.289622,4.669189,3.285194,19.561768,0.835096,134.277344,1.788934,91.003418,1.792908,0.885010,1.795932,-0.061035,1.792544,0.142822,999.918455,1018.260396,40.341401
58076,0.815677,50.659180,0.863914,657.348633,0.494044,10.375977,1.043531,43.029785,1.797495,8.285522,0.838657,71.105957,0.500444,5.187988,1.043513,-0.158691,3.282194,0.823975,3.285756,4.272461,3.280742,19.706726,0.830646,139.770508,1.786902,92.590332,1.793347,1.373291,1.790530,0.244141,1.790463,0.106812,1017.672030,1037.314667,64.922287
58083,0.815106,67.138672,0.862239,601.806641,0.497511,5.493164,1.041547,46.081543,1.792377,1.548767,0.833735,75.073242,0.499013,1.831055,1.041456,0.256348,3.278315,0.549316,3.283857,3.723145,3.276393,19.592285,0.828757,133.361816,1.787405,92.285156,1.791720,2.990723,1.789899,1.678467,1.788440,0.113831,977.269043,999.658976,53.504990
58091,0.825925,51.879883,0.871244,656.127930,0.499501,1.831055,1.045100,32.653809,1.792438,1.396179,0.836088,83.923340,0.494099,4.882812,1.044392,0.231934,3.280806,0.061035,3.285734,4.486084,3.276903,19.538879,0.829767,130.004883,1.787363,93.139648,1.794818,1.312256,1.794424,0.366211,1.791614,0.138245,1025.941591,1043.894314,37.543659
58098,0.828211,83.007812,0.871571,688.476562,0.500447,4.882812,1.046049,35.400391,1.792575,2.273560,0.832093,92.773438,0.497002,7.629395,1.043867,0.378418,3.291606,-0.518799,3.290251,3.265381,3.277449,19.393921,0.837064,132.751465,1.791305,92.407227,1.795804,1.220703,1.793466,0.183105,1.793903,0.251160,1090.851313,1102.408091,43.549647
58106,0.815949,93.994141,0.861457,660.400391,0.494572,6.408691,1.038187,40.283203,1.792337,1.647949,0.836991,91.247559,0.500459,3.662109,1.039921,0.537109,3.287089,0.701904,3.286192,4.791260,3.280781,19.607544,0.830185,137.023926,1.791327,91.979980,1.797287,1.037598,1.793973,0.000000,1.791357,0.115051,1067.421432,1087.338515,47.944749
58114,0.827665,94.604492,0.871879,626.831055,0.502336,11.291504,1.049928,38.146973,1.798660,2.929688,0.836310,61.645508,0.496989,8.850098,1.041501,0.073242,3.292451,0.793457,3.291106,4.486084,3.285033,19.966125,0.835084,135.498047,1.788400,91.918945,1.796643,2.593994,1.793371,1.129150,1.795319,0.109558,1024.177324,1048.239386,50.993200
58121,0.820536,55.541992,0.871778,646.972656,0.504851,3.967285,1.045106,32.043457,1.791431,2.693176,0.835026,92.468262,0.497993,6.103516,1.042515,-0.073242,3.288618,0.061035,3.287294,3.540039,3.284263,19.447327,0.833625,134.887695,1.790866,91.430664,1.793756,2.166748,1.796802,1.007080,1.792767,0.120544,1030.039594,1047.573605,40.316324
58129,0.817682,137.939453,0.871177,669.555664,0.497508,5.798340,1.043088,38.452148,1.801923,2.098083,0.837769,62.255859,0.500441,5.493164,1.048386,-0.122070,3.284190,0.396729,3.292137,3.936768,3.283665,19.721985,0.834635,131.530762,1.790320,92.590332,1.795325,1.129150,1.793472,0.122070,1.794107,0.230713,1091.590173,1108.099605,46.774297
58136,0.822013,150.756836,0.865180,697.021484,0.499443,7.629395,1.045475,43.945312,1.790643,2.220154,0.831165,87.890625,0.497014,6.408691,1.046784,0.427246,3.291991,0.518799,3.291560,4.821777,3.285081,19.844055,0.834153,130.920410,1.791833,91.613770,1.795181,2.563477,1.796774,1.281738,1.797281,0.108643,1142.406313,1166.890264,53.729674
58145,0.813339,127.563477,0.861231,705.566406,0.491637,7.019043,1.040067,47.607422,1.792441,3.829956,0.834186,176.391602,0.498930,10.070801,1.046943,-0.207520,3.290034,0.549316,3.287678,4.577637,3.282631,19.866943,0.831669,135.192871,1.785959,91.918945,1.791397,1.342773,1.792016,0.030518,1.791867,0.112915,1205.376498,1224.693693,59.830703
58152,0.818302,111.694336,0.870530,701.293945,0.499464,5.493164,1.045969,43.334961,1.793878,2.677917,0.835532,188.293457,0.497487,7.934570,1.043955,0.024414,3.283275,-0.213623,3.284422,2.960205,3.277019,19.248962,0.826813,132.446289,1.785937,92.346191,1.788333,2.685547,1.786526,1.220703,1.787378,0.122375,1200.926157,1216.930807,52.874538
58159,0.815500,86.059570,0.860993,655.517578,0.492171,2.441406,1.038801,27.770996,1.792480,2.510071,0.834391,204.772949,0.497038,3.967285,1.044913,0.097656,3.287135,0.244141,3.286851,3.082275,3.280281,19.638062,0.832148,136.108398,1.790372,91.552734,1.795230,2.075195,1.793918,0.549316,1.789816,0.220337,1149.500942,1165.145328,34.549370
58166,0.821891,77.514648,0.865776,675.659180,0.499858,14.953613,1.042896,57.678223,1.793274,1.747131,0.834977,97.351074,0.501436,3.662109,1.045805,0.439453,3.286598,0.732422,3.289586,5.035400,3.282219,19.676208,0.830677,136.718750,1.790817,92.407227,1.796628,2.746582,1.800714,0.946045,1.796777,0.110168,1076.092672,1101.702372,70.760167
58174,0.822815,87.890625,0.869575,599.365234,0.499477,4.272461,1.045060,36.621094,1.793555,2.265930,0.833982,99.182129,0.500902,8.239746,1.042472,0.097656,3.286174,0.091553,3.288753,3.601074,3.281303,19.523621,0.839942,137.939453,1.792273,92.590332,1.797104,2.868652,1.796310,1.037598,1.793191,0.126953,1026.554886,1045.717900,44.469300
58181,0.817047,69.580078,0.871824,637.817383,0.503825,8.850098,1.043937,51.269531,1.793445,1.319885,0.836124,80.261230,0.498000,5.493164,1.041581,-0.244141,3.291557,-0.030518,3.293175,3.326416,3.283314,19.378662,0.840922,137.634277,1.790836,92.041016,1.795285,1.525879,1.797330,0.610352,1.794553,0.186157,1027.034824,1041.725233,60.348198
58188,0.817597,57.373047,0.866804,665.283203,0.498500,4.272461,1.044129,32.043457,1.792654,3.295898,0.836188,73.852539,0.498997,3.356934,1.044395,0.219727,3.291579,-0.244141,3.295143,3.173828,3.282893,19.210815,0.836539,136.413574,1.792273,92.590332,1.795169,2.685547,1.789978,0.885010,1.791403,0.110474,1030.564815,1046.624583,41.495734
58196,0.814984,91.552734,0.862684,708.007812,0.494078,7.019043,1.035895,25.329590,1.791955,1.380920,0.838566,275.573730,0.498433,10.986328,1.043430,0.170898,3.282710,0.549316,3.287767,3.692627,3.278734,19.844055,0.832654,134.277344,1.791769,92.895508,1.794165,2.960205,1.793872,1.007080,1.796741,0.113831,1265.663916,1286.725328,32.181306
58203,0.815006,87.280273,0.862455,656.127930,0.496080,2.136230,1.038697,38.146973,1.796905,1.213074,0.830359,70.800781,0.497490,7.629395,1.040613,-0.280762,3.275377,0.640869,3.286250,4.211426,3.275410,19.607544,0.828733,135.803223,1.791800,92.285156,1.800241,0.793457,1.795425,0.122070,1.794427,0.149841,1041.701098,1059.287567,42.862662
58210,0.819837,97.656250,0.871159,673.217773,0.500404,9.155273,1.045017,40.893555,1.794730,1.770020,0.835709,72.937012,0.501942,1.831055,1.045432,-0.024414,3.291524,0.305176,3.295998,4.394531,3.289046,19.699097,0.838474,138.244629,1.794720,92.468262,1.799576,2.563477,1.802145,1.281738,1.799304,0.101624,1075.232881,1097.644787,50.492512
58217,0.818384,95.214844,0.867140,598.144531,0.500893,9.155273,1.045850,55.236816,1.798129,1.815796,0.838499,86.975098,0.498988,4.272461,1.045795,0.476074,3.290001,0.885010,3.285261,4.333496,3.282155,19.836426,0.834589,136.108398,1.787948,91.186523,1.790948,0.946045,1.792987,0.091553,1.790436,0.109558,1014.089260,1033.096080,65.620287
58224,0.815509,84.228516,0.870756,656.127930,0.500447,4.882812,1.047456,41.198730,1.795795,1.548767,0.840198,63.476562,0.498961,7.019043,1.045896,0.073242,3.286610,0.610352,3.290651,4.150391,3.282167,19.805908,0.836078,133.666992,1.786374,93.383789,1.793661,3.112793,1.793326,1.586914,1.792935,0.201416,1040.870157,1064.962781,48.378696
58232,0.816898,99.487305,0.864759,683.593750,0.496046,5.493164,1.042042,45.471191,1.793701,1.899719,0.835511,190.429688,0.497014,6.408691,1.044843,0.378418,3.289055,0.579834,3.289143,4.577637,3.284202,19.599915,0.832660,133.666992,1.787848,93.200684,1.792227,2.807617,1.791888,1.312256,1.794784,0.114136,1177.604494,1201.951406,53.515269
58239,0.817450,86.669922,0.863194,606.079102,0.497514,5.187988,1.037790,31.127930,1.794989,2.342224,0.836848,300.903320,0.499883,12.512207,1.044468,-0.073242,3.287172,-0.122070,3.292622,3.967285,3.279979,19.172668,0.837491,138.854980,1.791275,93.017578,1.796637,2.655029,1.797244,1.464844,1.789905,0.113831,1197.999988,1218.064299,39.089634
58246,0.820456,71.411133,0.869270,660.400391,0.500487,0.915527,1.047041,33.874512,1.795859,2.609253,0.837641,75.073242,0.497533,3.356934,1.047364,0.061035,3.284761,-0.427246,3.288783,3.295898,3.276997,19.302368,0.831702,131.835938,1.786456,91.735840,1.790237,3.173828,1.790939,1.037598,1.787332,0.224609,1034.459977,1051.436250,40.612045
58253,0.819037,62.255859,0.868919,632.934570,0.499895,11.291504,1.042976,49.743652,1.792752,1.831055,0.835560,87.890625,0.500890,9.460449,1.042902,0.329590,3.285115,0.915527,3.288606,5.065918,3.276298,19.828796,0.835560,136.718750,1.786908,92.468262,1.795346,0.915527,1.791531,0.000000,1.788895,0.117188,1024.122551,1045.433660,60.808602
58260,0.815433,99.487305,0.867512,718.994141,0.498000,5.493164,1.043638,32.348633,1.794388,1.403809,0.834852,61.035156,0.496999,7.934570,1.044446,0.012207,3.291020,0.457764,3.290156,4.211426,3.285206,19.531250,0.835120,131.835938,1.792316,91.735840,1.793207,2.777100,1.794379,0.823975,1.792837,0.113525,1098.658998,1120.480193,39.014825
58267,0.817585,59.814453,0.865309,671.386719,0.491646,6.103516,1.042628,35.705566,1.788385,2.983093,0.828843,320.129395,0.494084,6.408691,1.036051,0.390625,3.286693,-0.213623,3.291716,3.265381,3.282930,19.119263,0.835624,130.310059,1.788394,92.041016,1.797150,2.410889,1.796316,0.976562,1.792096,0.138855,1235.279974,1251.413510,45.563295
58275,0.819040,61.645508,0.867753,670.776367,0.501427,4.577637,1.041682,32.653809,1.793368,1.510620,0.832828,68.054199,0.503355,7.019043,1.044440,0.036621,3.289122,-0.091553,3.295619,3.295898,3.286708,19.439697,0.838514,134.277344,1.794278,91.552734,1.795807,1.190186,1.794006,-0.335693,1.791821,0.263977,1034.037309,1046.133314,39.019318
58283,0.825965,43.945312,0.870933,620.727539,0.503368,5.798340,1.053312,41.503906,1.796011,2.227783,0.835108,84.228516,0.501421,5.187988,1.042860,0.500488,3.290053,0.366211,3.286735,4.241943,3.278444,19.348145,0.833582,139.160156,1.793274,92.102051,1.795828,0.976562,1.795416,0.213623,1.794821,0.110474,995.168368,1012.452647,50.636382
58290,0.820078,49.438477,0.868089,603.637695,0.495534,7.934570,1.045939,46.386719,1.795172,1.884460,0.835584,85.449219,0.503865,4.882812,1.046332,0.280762,3.284663,0.549316,3.282737,5.157471,3.274388,19.721985,0.830210,134.582520,1.793765,92.041016,1.797070,3.204346,1.795328,1.098633,1.792828,0.114441,980.322912,1006.788694,55.832447
58298,0.822864,78.125000,0.869081,600.585938,0.503365,6.103516,1.048875,45.776367,1.791220,1.998901,0.831745,78.735352,0.493663,-0.305176,1.040970,0.244141,3.286683,-0.122070,3.285792,3.906250,3.276988,19.325256,0.831199,133.361816,1.784021,91.613770,1.796320,0.946045,1.792035,-0.152588,1.792569,0.189209,989.793948,1003.653824,54.666437
58305,0.820838,92.773438,0.867982,625.000000,0.499452,6.713867,1.046525,36.621094,1.796387,1.289368,0.834110,86.364746,0.497942,11.291504,1.045478,-0.207520,3.290108,-0.183105,3.286406,2.655029,3.284270,19.432068,0.837067,132.446289,1.793237,92.834473,1.799112,2.319336,1.796344,0.701904,1.798288,0.105591,1037.434685,1050.991358,43.994340
58313,0.818894,90.942383,0.864357,666.503906,0.496425,16.479492,1.040797,72.326660,1.795755,2.868652,0.836088,83.923340,0.500893,9.155273,1.042838,0.585938,3.291069,-0.030518,3.290764,3.021240,3.280876,19.371033,0.835065,137.329102,1.790872,91.308594,1.790365,1.892090,1.796353,0.610352,1.793371,0.108948,1067.883359,1082.209050,88.609563
58321,0.818442,83.618164,0.861900,669.555664,0.498421,12.207031,1.039735,80.871582,1.795093,6.965637,0.838151,72.937012,0.499013,1.831055,1.045835,0.317383,3.290077,0.122070,3.291185,3.692627,3.280974,19.126892,0.835541,138.549805,1.789835,92.529297,1.796634,2.685547,1.791907,1.129150,1.793338,0.112305,1052.236813,1071.639828,102.673176
58329,0.827155,98.876953,0.870356,638.427734,0.498512,3.051758,1.045560,35.400391,1.796182,1.800537,0.835264,68.664551,0.498946,8.544922,1.045402,0.097656,3.293510,-0.030518,3.292122,4.089355,3.287309,19.157410,0.834113,134.887695,1.787952,91.125488,1.795691,2.349854,1.795367,0.701904,1.791177,0.133057,1037.818942,1056.660874,41.768678
58336,0.814658,59.204102,0.865495,634.155273,0.493156,1.525879,1.039280,28.686523,1.795679,3.059387,0.832248,77.209473,0.500478,1.831055,1.042863,0.488281,3.288124,0.122070,3.293156,3.509521,3.281340,19.432068,0.835581,134.582520,1.787875,92.651367,1.792786,2.105713,1.794900,0.488281,1.789493,0.106201,1004.829213,1021.439506,36.059497
58343,0.819358,95.825195,0.863111,622.558594,0.498378,16.479492,1.042554,43.029785,1.791052,2.418518,0.834995,95.520020,0.497469,9.765625,1.042380,0.463867,3.281276,0.244141,3.283879,3.509521,3.277913,19.454956,0.830213,134.277344,1.789319,93.078613,1.793820,1.525879,1.791986,0.335693,1.795264,0.115051,1042.957143,1058.621789,57.405598
58351,0.817981,78.125000,0.863307,681.152344,0.494563,7.324219,1.038206,87.280273,1.790506,2.563477,0.834308,66.528320,0.497978,7.629395,1.041996,0.048828,3.284157,0.732422,3.286705,4.547119,3.278282,19.752502,0.832194,131.530762,1.791293,92.651367,1.796722,1.800537,1.796847,0.549316,1.789822,0.122070,1051.701014,1073.273543,98.827073
58358,0.814624,65.917969,0.864039,632.324219,0.496501,8.850098,1.037720,38.146973,1.793576,2.212524,0.835511,92.773438,0.495048,7.629395,1.044318,0.524902,3.279823,0.122070,3.291591,4.516602,3.280369,19.416809,0.831693,132.751465,1.785370,93.933105,1.787936,1.770020,1.789044,0.457764,1.791888,0.159607,1023.983618,1043.234433,47.948302
58366,0.821384,81.176758,0.867506,622.558594,0.496522,6.713867,1.042109,38.757324,1.795190,1.838684,0.841413,88.500977,0.503365,6.103516,1.041859,0.598145,3.290520,0.579834,3.291554,4.882812,3.285203,19.538879,0.835108,133.056641,1.787939,91.369629,1.796228,1.861572,1.796799,1.037598,1.790942,0.107727,1023.774071,1046.962230,47.023723
58374,0.820862,87.890625,0.871235,657.958984,0.499995,1.220703,1.047999,35.705566,1.794369,2.670288,0.837531,86.059570,0.496556,3.356934,1.040455,0.354004,3.287684,-0.366211,3.296074,3.631592,3.283327,19.348145,0.840958,133.972168,1.795248,91.674805,1.798642,2.136230,1.796359,0.549316,1.795319,0.109558,1060.462978,1076.058070,42.821220
58381,0.816284,124.511719,0.870491,611.572266,0.501408,6.408691,1.045014,41.198730,1.793445,7.423401,0.837995,88.500977,0.497932,12.207031,1.043540,-0.268555,3.294005,-0.091553,3.292149,3.814697,3.288271,19.195557,0.837931,94.909668,1.792328,81.726074,1.792892,1.037598,1.795438,0.000000,1.793433,0.200500,1003.453731,1017.571009,59.580086
58389,0.821762,103.149414,0.869264,661.621094,0.499895,11.291504,1.044999,42.724609,1.793329,1.609802,0.833710,77.514648,0.499443,7.629395,1.042094,-0.341797,3.290526,0.518799,3.292985,5.218506,3.282750,19.569397,0.836420,99.487305,1.788385,82.458496,1.791403,1.281738,1.795419,0.183105,1.789422,0.113220,1023.091358,1044.607804,53.178636
58396,0.920058,366.210938,0.869725,667.114258,0.499879,12.817383,1.045966,43.640137,1.794107,2.105713,0.836020,90.637207,0.498491,5.187988,1.048328,0.109863,3.286638,0.335693,3.295586,3.631592,3.285850,19.142151,0.840760,104.980469,1.790793,83.129883,1.791858,1.617432,1.795889,0.366211,1.787454,0.114746,1295.852014,1312.479419,55.831132
58404,0.915932,312.500000,0.869477,618.896484,0.497060,1.831055,1.041657,35.095215,1.796777,1.533508,0.835813,62.561035,0.501405,6.713867,1.044929,0.036621,3.286180,0.030518,3.289699,3.906250,3.281792,19.523621,0.835975,95.214844,1.787891,82.580566,1.788910,1.800537,1.791958,0.610352,1.787582,0.248413,1171.797941,1189.063335,40.222697
58412,0.919005,283.813477,0.864695,598.754883,0.499937,7.019043,1.045084,83.007812,1.795694,1.800537,0.837720,67.138672,0.499815,19.226074,1.043436,0.146484,3.286680,-0.091553,3.283436,3.051758,3.282396,19.233704,0.832496,101.318359,1.791403,70.922852,1.795261,1.770020,1.793899,0.732422,1.793802,0.114746,1119.309275,1133.520160,93.492459
58419,0.918413,206.909180,0.865281,676.879883,0.500392,10.375977,1.046061,34.179688,1.794836,1.502991,0.834812,65.002441,0.497484,8.239746,1.044944,-0.024414,3.288615,0.091553,3.293196,3.112793,3.279863,19.462585,0.837031,136.108398,1.790280,93.383789,1.796646,2.563477,1.796799,1.037598,1.795798,0.110474,1179.201008,1196.223141,43.643714
58427,0.916277,243.530273,0.866502,628.051758,0.497975,7.934570,1.040156,38.757324,1.789343,3.028870,0.838428,93.994141,0.497023,5.493164,1.046903,-0.048828,3.283775,-0.335693,3.288350,2.746582,3.277989,19.264221,0.827774,133.972168,1.790338,92.224121,1.795676,2.502441,1.794781,1.678467,1.794290,0.114746,1188.200547,1203.635982,49.684555
58434,0.821314,95.214844,0.871388,627.441406,0.504390,1.220703,1.045591,32.348633,1.794244,1.762390,0.834736,72.631836,0.497484,8.239746,1.044923,0.061035,3.284700,0.183105,3.288118,5.065918,3.280751,19.683838,0.832624,137.329102,1.791278,92.956543,1.798764,0.915527,1.795898,0.274658,1.793423,0.152588,1035.443302,1054.842159,37.601305
58442,0.815937,96.435547,0.861582,635.375977,0.497517,4.882812,1.043070,40.283203,1.795102,2.059937,0.832593,91.552734,0.497987,6.713867,1.042875,0.439453,3.283751,-0.091553,3.290242,3.356934,3.278419,19.409180,0.836524,137.939453,1.791803,92.224121,1.798642,2.136230,1.800696,1.129150,1.796335,0.105591,1050.600178,1067.220235,48.145285
58449,0.819525,62.255859,0.870256,658.569336,0.499004,2.746582,1.040244,29.907227,1.796719,1.678467,0.836136,79.040527,0.500456,3.967285,1.046278,0.500488,3.289964,1.251221,3.290071,5.065918,3.284038,20.011902,0.833564,140.991211,1.794760,91.674805,1.796704,1.983643,1.795422,0.152588,1.798029,0.131531,1040.757490,1065.379169,35.497105
58456,0.819611,45.166016,0.868306,657.958984,0.501408,6.408691,1.042145,35.095215,1.799127,1.762390,0.839860,97.351074,0.498970,6.103516,1.047849,0.073242,3.291051,0.152588,3.288722,3.906250,3.281328,19.462585,0.836542,136.108398,1.792795,91.918945,1.800107,2.136230,1.796841,0.610352,1.793899,0.104980,1035.915127,1054.206020,42.958453
58463,0.821323,93.383789,0.868736,669.555664,0.499455,6.408691,1.044010,43.945312,1.798517,2.067566,0.842194,59.204102,0.505779,8.850098,1.049348,-0.061035,3.286210,-0.274658,3.291682,3.601074,3.279423,19.340515,0.832132,137.634277,1.790823,92.285156,1.790912,1.312256,1.791986,0.335693,1.790430,0.110168,1056.058095,1069.960794,52.798756
58470,0.814533,84.228516,0.860899,674.438477,0.490684,4.577637,1.038740,33.874512,1.788437,1.632690,0.831849,68.359375,0.494099,4.882812,1.042469,0.109863,3.285689,0.061035,3.287813,3.234863,3.282191,19.744873,0.831626,139.465332,1.788879,92.102051,1.791748,2.716064,1.790411,1.434326,1.788498,0.108032,1054.364033,1072.634737,40.352935
58478,0.820389,84.838867,0.862873,670.166016,0.498503,3.967285,1.041187,33.264160,1.800974,2.029419,0.837064,83.923340,0.501930,3.051758,1.046329,0.292969,3.285170,0.366211,3.292003,5.279541,3.284630,19.752502,0.836033,138.244629,1.786359,93.688965,1.791794,2.258301,1.793909,0.640869,1.789664,0.186768,1068.109808,1091.889206,40.266850
58485,0.820346,93.383789,0.869777,656.738281,0.497984,7.019043,1.039667,38.757324,1.795792,2.777100,0.839365,97.961426,0.497481,8.544922,1.046390,0.048828,3.287120,0.396729,3.291502,5.401611,3.283168,19.744873,0.833082,140.380859,1.791772,92.834473,1.790320,2.349854,1.798285,0.823975,1.795306,0.110779,1082.661594,1107.433834,48.777190
58492,0.812604,79.345703,0.866267,675.048828,0.494585,5.187988,1.040433,59.814453,1.797436,2.326965,0.834598,86.364746,0.499464,5.493164,1.044364,0.341797,3.286665,0.061035,3.289274,3.265381,3.282857,19.302368,0.833625,134.887695,1.790784,93.078613,1.800507,3.021240,1.796313,1.007080,1.794891,0.103455,1067.111563,1085.301693,68.981424
58500,0.815641,57.983398,0.868333,652.465820,0.497545,2.136230,1.043668,29.296875,1.792212,1.960754,0.833289,70.800781,0.497011,6.713867,1.043998,-0.146484,3.291575,-0.213623,3.288820,2.929688,3.283952,19.004822,0.835554,137.329102,1.787860,92.956543,1.789404,1.739502,1.791501,0.305176,1.790289,0.124207,1019.605060,1032.196512,35.153177
58507,0.816614,58.593750,0.861210,612.182617,0.500478,1.831055,1.041227,29.296875,1.794656,1.953125,0.838526,84.228516,0.499446,7.324219,1.044956,-0.073242,3.289574,0.274658,3.293593,4.028320,3.281300,19.531250,0.831629,139.160156,1.790289,93.200684,1.795193,2.441406,1.796771,1.312256,1.791635,0.184937,996.280664,1017.192439,34.926282
58514,0.821790,97.656250,0.870796,648.193359,0.498991,3.967285,1.046006,39.672852,1.794009,2.349854,0.834821,64.086914,0.501411,6.103516,1.044904,0.134277,3.287147,0.122070,3.287236,4.119873,3.280015,19.081116,0.835108,133.056641,1.788339,93.139648,1.790359,1.953125,1.793915,0.579834,1.789969,0.107422,1041.859341,1060.340566,47.693339
58522,0.819529,61.645508,0.872606,676.879883,0.501949,1.220703,1.046018,38.452148,1.788653,2.311707,0.832703,80.566406,0.495097,2.746582,1.039518,0.195312,3.287550,0.976562,3.293489,5.065918,3.277293,19.783020,0.833561,141.296387,1.790283,93.322754,1.795593,3.326416,1.795789,1.373291,1.794797,0.112915,1059.710820,1088.044893,44.969218
58529,0.821015,57.373047,0.865333,666.503906,0.496590,0.000000,1.040247,29.602051,1.796701,1.724243,0.833783,70.190430,0.503404,2.136230,1.045911,0.012207,3.289131,-0.183105,3.292686,3.326416,3.283339,19.317627,0.836527,137.634277,1.796716,91.613770,1.800229,0.915527,1.799857,-0.244141,1.797049,0.131836,1026.865754,1038.425081,33.891400
